"Age","ChildrenNumber","CountryCitizen","EmploymentField","EmploymentStatus","ExpectedEarning","Gender","Income","JobPref","JobRoleInterest","LanguageAtHome","MaritalStatus","SchoolDegree","StudentDebtOwe"
26,NA,"Nigeria","education","Employed for wages",20000,"male",9600,"work for a multinational corporation","Full-Stack Web Developer","Hausa","single, never married","bachelor's degree",NA
23,NA,"Romania",NA,"Employed for wages",NA,"female",12000,"work for a medium-sized company","Mobile Developer","Romanian",NA,"bachelor's degree",NA
20,NA,"Bulgaria","food and beverage","Employed for wages",NA,"male",24000,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"high school diploma or equivalent (GED)",NA
21,NA,"Jordan","sales","Self-employed freelancer",NA,"male",24000,"work for a medium-sized company","Front-End Web Developer","Arabic","single, never married","high school diploma or equivalent (GED)",NA
21,NA,"Portugal","office and administrative support","Employed for wages",NA,"male",36000,"work for a startup","Front-End Web Developer","Portuguese",NA,"trade, technical, or vocational training",NA
21,NA,"Russia","arts, entertainment, sports, or media","Employed for wages",NA,"male",12000,"work for a multinational corporation","Data Scientist / Data Engineer","Russian",NA,"some high school",NA
23,NA,"Ukraine","education","Employed for wages",NA,"male",21600,"work for a startup","Full-Stack Web Developer","Ukrainian",NA,"master's degree (non-professional)",NA
45,1,"Ukraine","construction and extraction","Self-employed freelancer",24000,"male",36000,"work for a multinational corporation","Full-Stack Web Developer","Ukrainian","married or domestic partnership","high school diploma or equivalent (GED)",NA
27,1,"Republic of Serbia","health care","Employed for wages",6000,"male",48000,"work for a medium-sized company","Front-End Web Developer","Serbo-Croatian","married or domestic partnership","bachelor's degree",NA
18,NA,"Netherlands (Holland, Europe)","software development and IT","Employed for wages",33600,"male",36000,NA,"Full-Stack Web Developer","Dutch",NA,"high school diploma or equivalent (GED)",NA
21,NA,"Brazil","software development and IT","Employed for wages",6000,"female",14400,"work for a startup","Product Manager","Portuguese",NA,"trade, technical, or vocational training",400
36,NA,"Ukraine","software development and IT","Self-employed freelancer",60000,"female",38400,"work for a multinational corporation","Front-End Web Developer","Ukrainian","married or domestic partnership","bachelor's degree",NA
26,NA,"Brazil","arts, entertainment, sports, or media","Self-employed freelancer",7200,"male",30000,"work for a startup","Full-Stack Web Developer","Portuguese",NA,"bachelor's degree",NA
26,NA,"Philippines","software development and IT","Employed for wages",8400,"male",52080,"work for a medium-sized company","Front-End Web Developer","English",NA,"bachelor's degree",NA
23,NA,"Ukraine","software development and IT","Employed for wages",7200,"female",36000,"work for a medium-sized company","Quality Assurance Engineer","Ukrainian",NA,"bachelor's degree",NA
24,NA,"Mexico","finance","Self-employed freelancer",7200,"male",24000,"work for a startup","Full-Stack Web Developer","Spanish",NA,"bachelor's degree",NA
42,2,"Ukraine","education","Employed for wages",24000,"male",36000,"work for a medium-sized company","Full-Stack Web Developer","Russian","married or domestic partnership","master's degree (non-professional)",NA
24,NA,"South Africa","software development and IT","Self-employed freelancer",12180,"male",58200,"work for a multinational corporation","Front-End Web Developer","English",NA,"associate's degree",NA
33,NA,"Ukraine","architecture or physical engineering","Employed for wages",60000,"male",24000,"work for a multinational corporation","Front-End Web Developer","Russian","single, never married","professional degree (MBA, MD, JD, etc.)",NA
22,NA,"Russia","health care","Employed for wages",8400,"male",48000,"work for a startup","Full-Stack Web Developer","Russian",NA,"some high school",NA
25,NA,"India",NA,"Employed for wages",60000,"male",36000,"work for a medium-sized company","Back-End Web Developer","Hindi",NA,"bachelor's degree",NA
27,NA,"Ukraine","sales","Employed for wages",43200,"male",26760,"work for a medium-sized company","Back-End Web Developer","Ukrainian",NA,"associate's degree",NA
21,NA,"Brazil","sales","Employed for wages",36000,"female",6000,"work for a medium-sized company","Back-End Web Developer","Portuguese","single, never married","trade, technical, or vocational training",NA
35,1,"Netherlands (Holland, Europe)","finance","Employed for wages",27600,"male",31200,"work for a startup","Full-Stack Web Developer","Dutch","married or domestic partnership","some high school",NA
27,NA,"Cote D'Ivoire",NA,"Employed for wages",18000,"male",9348,"work for a multinational corporation","Back-End Web Developer","French","single, never married","bachelor's degree",NA
21,NA,"Serbia","office and administrative support","Self-employed freelancer",24000,"male",12000,"work for a startup","Back-End Web Developer","Serbian",NA,"high school diploma or equivalent (GED)",NA
22,NA,"Poland","food and beverage","Employed for wages",6000,"female",12000,"work for a multinational corporation","User Experience Designer","Polish",NA,"high school diploma or equivalent (GED)",NA
25,NA,"Georgia","finance","Employed for wages",60000,"male",44400,"work for a medium-sized company","Full-Stack Web Developer","Russian","married or domestic partnership","bachelor's degree",NA
31,NA,"Romania",NA,"Employed for wages",6000,"male",66000,"work for a medium-sized company","Back-End Web Developer","Romanian",NA,"bachelor's degree",NA
23,NA,"India","software development and IT","Employed for wages",60000,"male",12000,"work for a startup","Full-Stack Web Developer","Telugu",NA,"professional degree (MBA, MD, JD, etc.)",2000
20,NA,"Vietnam","education","Self-employed freelancer",42000,"trans",24000,"work for a startup","Full-Stack Web Developer","Vietnamese","divorced","trade, technical, or vocational training",2000
26,NA,"Belarus","office and administrative support","Employed for wages",9600,"male",60000,"work for a multinational corporation","Full-Stack Web Developer","Belarusian",NA,"bachelor's degree",NA
24,NA,"Russia","software development and IT","Employed for wages",18000,"female",48000,"work for a medium-sized company","Back-End Web Developer","Russian",NA,"professional degree (MBA, MD, JD, etc.)",NA
24,NA,"Russia","software development and IT","Employed for wages",6000,"male",54000,"work for a medium-sized company","Front-End Web Developer","Russian",NA,"bachelor's degree",NA
24,1,"Russia","finance","Employed for wages",37440,"male",36000,"work for a multinational corporation","Front-End Web Developer","Russian","married or domestic partnership","master's degree (non-professional)",500
25,NA,"Russia","software development and IT","Employed for wages",8400,"female",54000,"work for a multinational corporation","Front-End Web Developer","Russian",NA,"bachelor's degree",NA
25,NA,"Ukraine","architecture or physical engineering","Employed for wages",43200,"male",14400,"work for a multinational corporation","Back-End Web Developer","Ukrainian",NA,"master's degree (non-professional)",NA
25,NA,"Russia","software development and IT","Employed for wages",12000,"male",54000,"work for a multinational corporation","Full-Stack Web Developer","Russian","single, never married","master's degree (non-professional)",NA
22,NA,"Nigeria","software development and IT","Self-employed freelancer",60000,"male",8400,"work for a startup","Product Manager","English",NA,"bachelor's degree",NA
23,NA,"India","construction and extraction","Employed for wages",60000,"male",34800,"work for a startup","Data Scientist / Data Engineer","Malayalam","single, never married","bachelor's degree",NA
25,NA,"Ukraine",NA,"Employed for wages",43200,"male",16800,"work for a multinational corporation","Front-End Web Developer","Russian","single, never married","bachelor's degree",NA
21,NA,"India","software development and IT","Self-employed freelancer",45000,"female",39600,"work for a startup","Front-End Web Developer","Kannada",NA,"bachelor's degree",NA
24,1,"Ukraine","software development and IT","Self-employed freelancer",6000,"female",60000,"work for a multinational corporation","Front-End Web Developer","Russian","married or domestic partnership","master's degree (non-professional)",NA
28,NA,"Ukraine","software development and IT","Self-employed freelancer",6000,"male",48000,"work for a medium-sized company","Full-Stack Web Developer","Russian",NA,"bachelor's degree",NA
32,1,"Ukraine","health care","Employed for wages",8400,"female",36000,"work for a multinational corporation","Front-End Web Developer","Russian","married or domestic partnership","bachelor's degree",NA
23,NA,"Ukraine","arts, entertainment, sports, or media","Employed for wages",6000,"male",20400,"work for a startup","Full-Stack Web Developer","Russian",NA,"professional degree (MBA, MD, JD, etc.)",NA
22,NA,"Ukraine","arts, entertainment, sports, or media","Employed for wages",57600,"male",6000,"work for a medium-sized company","Back-End Web Developer","Ukrainian",NA,"high school diploma or equivalent (GED)",NA
25,NA,"Belarus","arts, entertainment, sports, or media","Employed for wages",60000,"male",36000,"work for a medium-sized company","Mobile Developer","Russian",NA,"professional degree (MBA, MD, JD, etc.)",NA
24,NA,"India","software development and IT","Employed for wages",2e+05,"female",58800,"work for a multinational corporation","Mobile Developer","Tamil",NA,"bachelor's degree",NA
30,NA,"Jamaica","food and beverage","Self-employed business owner",NA,"male",60000,"start your own business",NA,"English",NA,"some college credit, no degree",NA
19,NA,"Canada","education","Employed for wages",50000,"female",66000,"work for a multinational corporation","Full-Stack Web Developer","Mandarin Chinese",NA,"some college credit, no degree",12000
26,NA,"United States of America","arts, entertainment, sports, or media","Self-employed business owner",NA,"genderqueer",24000,"start your own business",NA,"English",NA,"bachelor's degree",NA
28,NA,"Bangladesh","software development","Employed for wages",NA,"male",20688,NA,NA,"Bengali","married or domestic partnership","bachelor's degree",NA
24,NA,"India","education","Employed for wages",12046,"male",58752,"work for a startup","Front-End Web Developer","Hindi","single, never married","bachelor's degree",NA
36,NA,"India","software development and IT","Self-employed freelancer",NA,"male",60000,"freelance",NA,"English",NA,"no high school (secondary school)",NA
36,NA,"Ukraine","software development and IT","Self-employed freelancer",NA,"male",18000,NA,NA,"Ukrainian",NA,"bachelor's degree",NA
25,NA,"Romania","software development and IT","Employed for wages",NA,"female",60000,NA,NA,"Romanian",NA,"high school diploma or equivalent (GED)",NA
30,NA,"Iran","software development and IT","Employed for wages",NA,"male",63156,NA,NA,"Persian",NA,"master's degree (non-professional)",NA
21,NA,"Brazil","software development and IT","Employed for wages",NA,"male",24000,NA,NA,"Portuguese",NA,"bachelor's degree",NA
22,NA,"Brazil","software development and IT","Employed for wages",NA,"female",30000,NA,NA,"Portuguese",NA,"some college credit, no degree",NA
19,NA,"United States of America","education","Employed for wages",NA,"male",6000,"work for a startup","Full-Stack Web Developer","English",NA,"some college credit, no degree",NA
24,NA,"Egypt","software development and IT","Employed for wages",NA,"male",66000,NA,NA,"Arabic",NA,"bachelor's degree",NA
23,NA,"Nigeria","software development and IT","Self-employed freelancer",10000,NA,16920,"work for a startup","Back-End Web Developer","English","single, never married","some high school",NA
52,NA,"Romania","software development and IT","Self-employed freelancer",NA,"female",14400,NA,NA,"Romanian",NA,"high school diploma or equivalent (GED)",NA
